customerID,Contract,MonthlyCharges,tenure,PaymentMethod,TotalCharges
1642-ID,One year,82.11,14,Bank transfer (automatic),1149.54
1643-ID,Month-to-month,99.23,38,Bank transfer (automatic),3770.74
1644-ID,One year,101.19,64,Bank transfer (automatic),6476.16
1645-ID,Month-to-month,105.5,44,Mailed check,4642.0
1646-ID,Two year,59.87,70,Electronic check,4190.9
1647-ID,Two year,88.39,65,Mailed check,5745.35
1648-ID,Month-to-month,45.21,25,Bank transfer (automatic),1130.25
1649-ID,Two year,118.68,16,Mailed check,1898.88
1650-ID,One year,35.87,15,Credit card (automatic),538.05
1651-ID,Month-to-month,19.27,3,Credit card (automatic),57.81
1652-ID,Two year,33.21,67,Mailed check,2225.07
1653-ID,Month-to-month,96.23,37,Mailed check,3560.51
1654-ID,One year,63.15,55,Electronic check,3473.25
1655-ID,One year,63.22,38,Mailed check,2402.36
1656-ID,Two year,114.23,63,Mailed check,7196.49
1657-ID,One year,110.67,1,Electronic check,110.67
1658-ID,Month-to-month,49.53,71,Mailed check,3516.63
1659-ID,One year,39.26,19,Mailed check,745.94
1660-ID,Month-to-month,103.52,52,Mailed check,5383.04
1661-ID,Month-to-month,109.3,30,Mailed check,3279.0
1662-ID,One year,72.68,55,Mailed check,3997.4
1663-ID,Two year,81.51,14,Bank transfer (automatic),1141.14
1664-ID,One year,44.07,13,Mailed check,572.91
1665-ID,Month-to-month,98.73,27,Electronic check,2665.71
1666-ID,Month-to-month,81.78,9,Mailed check,736.02
1667-ID,One year,68.85,41,Bank transfer (automatic),2822.85
1668-ID,Two year,24.29,48,Electronic check,1165.92
1669-ID,Two year,110.3,12,Electronic check,1323.6
1670-ID,Month-to-month,80.1,10,Mailed check,801.0
1671-ID,Month-to-month,37.62,6,Credit card (automatic),225.72
1672-ID,Two year,79.19,34,Bank transfer (automatic),2692.46
1673-ID,One year,86.34,52,Credit card (automatic),4489.68
1674-ID,Month-to-month,71.09,41,Mailed check,2914.69
1675-ID,Month-to-month,90.42,6,Bank transfer (automatic),542.52
1676-ID,Two year,76.69,2,Credit card (automatic),153.38
1677-ID,One year,113.5,15,Bank transfer (automatic),1702.5
1678-ID,Two year,23.65,17,Mailed check,402.05
1679-ID,One year,28.93,16,Bank transfer (automatic),462.88
1680-ID,One year,35.7,28,Mailed check,999.6
1681-ID,One year,87.61,10,Credit card (automatic),876.1
1682-ID,Month-to-month,83.13,10,Bank transfer (automatic),831.3
1683-ID,Two year,107.9,10,Electronic check,1079.0
1684-ID,Two year,91.9,28,Mailed check,2573.2
1685-ID,One year,69.34,24,Bank transfer (automatic),1664.16
1686-ID,Month-to-month,117.93,19,Electronic check,2240.67
1687-ID,Month-to-month,44.99,68,Electronic check,3059.32
1688-ID,Two year,101.99,56,Electronic check,5711.44
1689-ID,Month-to-month,61.14,67,Electronic check,4096.38
1690-ID,Month-to-month,83.45,42,Mailed check,3504.9
1691-ID,One year,91.34,12,Bank transfer (automatic),1096.08
1692-ID,Month-to-month,81.94,18,Electronic check,1474.92
1693-ID,One year,32.37,23,Bank transfer (automatic),744.51
1694-ID,Two year,62.77,6,Bank transfer (automatic),376.62
1695-ID,Month-to-month,74.67,53,Credit card (automatic),3957.51
1696-ID,Two year,103.58,42,Bank transfer (automatic),4350.36
1697-ID,Two year,62.84,66,Mailed check,4147.44
1698-ID,Month-to-month,110.58,30,Mailed check,3317.4
1699-ID,Month-to-month,62.51,9,Electronic check,562.59
1700-ID,Two year,73.4,42,Bank transfer (automatic),3082.8
1701-ID,Month-to-month,98.28,34,Mailed check,3341.52
1702-ID,One year,76.85,40,Mailed check,3074.0
1703-ID,One year,114.75,17,Mailed check,1950.75
1704-ID,Month-to-month,84.61,29,Electronic check,2453.69
1705-ID,Two year,70.78,50,Mailed check,3539.0
1706-ID,Month-to-month,20.62,49,Bank transfer (automatic),1010.38
1707-ID,Month-to-month,59.83,61,Mailed check,3649.63
1708-ID,Two year,48.32,46,Mailed check,2222.72
1709-ID,Two year,93.43,46,Electronic check,4297.78
1710-ID,One year,39.18,17,Bank transfer (automatic),666.06
1711-ID,Two year,38.87,66,Mailed check,2565.42
1712-ID,One year,37.3,5,Bank transfer (automatic),186.5
1713-ID,Two year,30.87,54,Bank transfer (automatic),1666.98
1714-ID,Month-to-month,49.51,16,Mailed check,792.16
1715-ID,One year,107.29,7,Electronic check,751.03
1716-ID,One year,96.13,8,Bank transfer (automatic),769.04
1717-ID,One year,92.14,38,Credit card (automatic),3501.32
1718-ID,Month-to-month,98.38,54,Mailed check,5312.52
1719-ID,Month-to-month,45.33,15,Bank transfer (automatic),679.95
1720-ID,Month-to-month,107.44,50,Bank transfer (automatic),5372.0
1721-ID,Month-to-month,32.05,56,Bank transfer (automatic),1794.8
1722-ID,Month-to-month,52.05,9,Mailed check,468.45
1723-ID,One year,77.22,8,Credit card (automatic),617.76
1724-ID,Month-to-month,28.59,19,Bank transfer (automatic),543.21
1725-ID,One year,91.63,51,Bank transfer (automatic),4673.13
1726-ID,Month-to-month,57.17,57,Electronic check,3258.69
1727-ID,Two year,97.08,68,Mailed check,6601.44
1728-ID,One year,67.79,31,Mailed check,2101.49
1729-ID,Two year,36.43,3,Bank transfer (automatic),109.29
1730-ID,One year,92.09,43,Electronic check,3959.87
1731-ID,Two year,43.59,29,Bank transfer (automatic),1264.11
1732-ID,Month-to-month,67.58,10,Bank transfer (automatic),675.8
1733-ID,Month-to-month,25.84,12,Mailed check,310.08
1734-ID,Month-to-month,80.35,46,Electronic check,3696.1
1735-ID,One year,85.17,30,Bank transfer (automatic),2555.1
1736-ID,Two year,56.31,32,Mailed check,1801.92
1737-ID,Month-to-month,114.17,47,Bank transfer (automatic),5365.99
1738-ID,Two year,106.1,63,Bank transfer (automatic),6684.3
1739-ID,Two year,89.4,26,Electronic check,2324.4
1740-ID,Month-to-month,89.97,3,Electronic check,269.91
1741-ID,Month-to-month,43.62,23,Electronic check,1003.26
1742-ID,Two year,84.26,50,Bank transfer (automatic),4213.0
1743-ID,Month-to-month,38.17,36,Credit card (automatic),1374.12
1744-ID,Month-to-month,32.72,13,Electronic check,425.36
1745-ID,Month-to-month,118.7,29,Credit card (automatic),3442.3
1746-ID,One year,80.8,38,Credit card (automatic),3070.4
1747-ID,Two year,61.56,5,Credit card (automatic),307.8
1748-ID,Two year,47.21,20,Mailed check,944.2
1749-ID,One year,78.94,14,Bank transfer (automatic),1105.16
1750-ID,Two year,23.23,8,Electronic check,185.84
1751-ID,Month-to-month,27.77,48,Bank transfer (automatic),1332.96
1752-ID,Two year,21.55,13,Bank transfer (automatic),280.15
1753-ID,Month-to-month,68.42,24,Mailed check,1642.08
1754-ID,One year,78.61,65,Mailed check,5109.65
1755-ID,Month-to-month,24.53,34,Mailed check,834.02
1756-ID,Two year,90.73,51,Bank transfer (automatic),4627.23
1757-ID,Two year,41.4,3,Credit card (automatic),124.2
1758-ID,Two year,87.11,58,Bank transfer (automatic),5052.38
1759-ID,One year,116.93,55,Mailed check,6431.15
1760-ID,One year,87.71,42,Bank transfer (automatic),3683.82
1761-ID,Two year,107.01,21,Mailed check,2247.21
1762-ID,Month-to-month,113.54,10,Mailed check,1135.4
1763-ID,One year,67.17,57,Electronic check,3828.69
1764-ID,Two year,88.83,25,Credit card (automatic),2220.75
1765-ID,Two year,103.87,56,Mailed check,5816.72
1766-ID,One year,54.09,38,Electronic check,2055.42
1767-ID,One year,44.52,61,Credit card (automatic),2715.72
1768-ID,One year,113.38,47,Mailed check,5328.86
1769-ID,Month-to-month,91.24,54,Credit card (automatic),4926.96
1770-ID,Month-to-month,40.33,46,Credit card (automatic),1855.18
1771-ID,Two year,63.38,68,Bank transfer (automatic),4309.84
1772-ID,One year,98.29,4,Electronic check,393.16
1773-ID,Month-to-month,73.23,66,Credit card (automatic),4833.18
1774-ID,One year,83.57,43,Bank transfer (automatic),3593.51
1775-ID,Two year,94.0,62,Credit card (automatic),5828.0
1776-ID,Month-to-month,80.76,4,Bank transfer (automatic),323.04
1777-ID,Month-to-month,72.53,65,Mailed check,4714.45
1778-ID,Month-to-month,93.59,62,Mailed check,5802.58
1779-ID,Two year,91.37,2,Bank transfer (automatic),182.74
1780-ID,One year,81.55,9,Mailed check,733.95
1781-ID,Month-to-month,54.41,57,Mailed check,3101.37
1782-ID,Two year,59.03,45,Mailed check,2656.35
1783-ID,One year,115.78,18,Credit card (automatic),2084.04
1784-ID,Two year,29.54,48,Bank transfer (automatic),1417.92
1785-ID,One year,45.23,42,Electronic check,1899.66
1786-ID,Two year,67.74,41,Electronic check,2777.34
1787-ID,One year,102.34,58,Bank transfer (automatic),5935.72
1788-ID,Month-to-month,34.7,42,Credit card (automatic),1457.4
1789-ID,One year,46.08,35,Mailed check,1612.8
1790-ID,Two year,24.86,38,Mailed check,944.68
1791-ID,Two year,89.2,67,Credit card (automatic),5976.4
1792-ID,One year,42.19,41,Electronic check,1729.79
1793-ID,Month-to-month,57.31,50,Bank transfer (automatic),2865.5
1794-ID,Month-to-month,62.84,45,Bank transfer (automatic),2827.8
1795-ID,One year,107.83,71,Credit card (automatic),7655.93
1796-ID,One year,59.59,19,Mailed check,1132.21
1797-ID,Two year,32.85,17,Mailed check,558.45
1798-ID,Month-to-month,70.94,65,Mailed check,4611.1
1799-ID,One year,115.03,56,Bank transfer (automatic),6441.68
1800-ID,Month-to-month,79.32,41,Electronic check,3252.12
1801-ID,One year,117.08,42,Bank transfer (automatic),4917.36
1802-ID,One year,102.78,6,Credit card (automatic),616.68
1803-ID,Month-to-month,21.86,69,Bank transfer (automatic),1508.34
1804-ID,One year,84.42,40,Credit card (automatic),3376.8
1805-ID,One year,47.07,41,Bank transfer (automatic),1929.87
1806-ID,Two year,74.49,9,Electronic check,670.41
1807-ID,One year,46.32,8,Credit card (automatic),370.56
1808-ID,One year,53.31,44,Mailed check,2345.64
1809-ID,One year,111.03,58,Mailed check,6439.74
1810-ID,Two year,39.02,67,Bank transfer (automatic),2614.34
1811-ID,Month-to-month,106.1,13,Bank transfer (automatic),1379.3
1812-ID,Two year,21.31,19,Electronic check,404.89
1813-ID,Two year,27.38,49,Electronic check,1341.62
1814-ID,Month-to-month,104.14,30,Mailed check,3124.2
1815-ID,Two year,81.62,66,Bank transfer (automatic),5386.92
1816-ID,Month-to-month,93.35,59,Credit card (automatic),5507.65
1817-ID,Two year,39.3,53,Electronic check,2082.9
1818-ID,Month-to-month,72.23,52,Credit card (automatic),3755.96
1819-ID,One year,92.34,31,Credit card (automatic),2862.54
1820-ID,Two year,81.3,15,Electronic check,1219.5
1821-ID,Two year,65.66,20,Bank transfer (automatic),1313.2
1822-ID,Two year,114.71,5,Credit card (automatic),573.55
1823-ID,Two year,86.2,7,Bank transfer (automatic),603.4
1824-ID,One year,109.48,18,Credit card (automatic),1970.64
1825-ID,Two year,91.59,56,Bank transfer (automatic),5129.04
1826-ID,One year,92.16,45,Bank transfer (automatic),4147.2
1827-ID,One year,26.29,28,Bank transfer (automatic),736.12
1828-ID,One year,54.38,50,Bank transfer (automatic),2719.0
1829-ID,One year,104.52,2,Electronic check,209.04
1830-ID,Month-to-month,41.63,68,Credit card (automatic),2830.84
1831-ID,Month-to-month,29.86,24,Bank transfer (automatic),716.64
1832-ID,Two year,51.02,48,Mailed check,2448.96
1833-ID,Month-to-month,40.4,45,Credit card (automatic),1818.0
1834-ID,Month-to-month,111.24,58,Credit card (automatic),6451.92
1835-ID,Two year,105.48,36,Bank transfer (automatic),3797.28
1836-ID,Two year,68.47,2,Credit card (automatic),136.94
1837-ID,Two year,24.42,18,Mailed check,439.56
1838-ID,Month-to-month,90.06,49,Mailed check,4412.94
1839-ID,Month-to-month,80.9,8,Mailed check,647.2
1840-ID,Two year,115.79,58,Credit card (automatic),6715.82
1841-ID,One year,74.42,15,Credit card (automatic),1116.3
1842-ID,Two year,52.06,17,Bank transfer (automatic),885.02
1843-ID,One year,70.41,23,Credit card (automatic),1619.43
1844-ID,One year,116.67,66,Credit card (automatic),7700.22
1845-ID,Two year,88.23,70,Bank transfer (automatic),6176.1
1846-ID,Two year,85.78,27,Mailed check,2316.06
1847-ID,Two year,42.44,37,Bank transfer (automatic),1570.28
1848-ID,Month-to-month,92.98,49,Electronic check,4556.02
1849-ID,One year,93.65,64,Credit card (automatic),5993.6
1850-ID,Month-to-month,50.14,34,Credit card (automatic),1704.76
1851-ID,Month-to-month,66.86,18,Electronic check,1203.48
1852-ID,Two year,47.86,64,Electronic check,3063.04
1853-ID,Month-to-month,44.25,44,Electronic check,1947.0
1854-ID,Two year,20.85,17,Bank transfer (automatic),354.45
1855-ID,One year,46.91,59,Mailed check,2767.69
1856-ID,Two year,73.92,13,Bank transfer (automatic),960.96
1857-ID,Month-to-month,18.41,52,Electronic check,957.32
1858-ID,Month-to-month,46.71,60,Bank transfer (automatic),2802.6
1859-ID,Two year,106.83,42,Credit card (automatic),4486.86
1860-ID,Two year,77.91,64,Bank transfer (automatic),4986.24
1861-ID,Month-to-month,79.34,66,Electronic check,5236.44
1862-ID,One year,58.79,34,Credit card (automatic),1998.86
1863-ID,One year,86.24,71,Mailed check,6123.04
1864-ID,Two year,37.34,64,Bank transfer (automatic),2389.76
1865-ID,One year,100.53,33,Bank transfer (automatic),3317.49
1866-ID,Month-to-month,29.98,12,Electronic check,359.76
1867-ID,Two year,84.18,19,Mailed check,1599.42
1868-ID,Month-to-month,52.54,9,Credit card (automatic),472.86
1869-ID,Month-to-month,93.38,17,Electronic check,1587.46
1870-ID,One year,73.5,50,Electronic check,3675.0
1871-ID,Two year,63.71,39,Bank transfer (automatic),2484.69
1872-ID,Two year,35.28,41,Mailed check,1446.48
1873-ID,One year,82.25,10,Electronic check,822.5
1874-ID,Month-to-month,116.21,12,Bank transfer (automatic),1394.52
1875-ID,Month-to-month,101.22,15,Credit card (automatic),1518.3
1876-ID,Month-to-month,24.28,28,Electronic check,679.84
1877-ID,Month-to-month,56.06,4,Credit card (automatic),224.24
1878-ID,Two year,111.27,36,Credit card (automatic),4005.72
1879-ID,Two year,68.81,65,Bank transfer (automatic),4472.65
1880-ID,One year,84.79,47,Mailed check,3985.13
1881-ID,One year,109.97,39,Credit card (automatic),4288.83
1882-ID,Two year,106.07,38,Electronic check,4030.66
1883-ID,Two year,68.68,44,Mailed check,3021.92
1884-ID,Month-to-month,62.23,51,Mailed check,3173.73
1885-ID,Month-to-month,52.39,26,Bank transfer (automatic),1362.14
1886-ID,One year,90.51,36,Electronic check,3258.36
1887-ID,Two year,47.09,69,Electronic check,3249.21
1888-ID,One year,43.36,1,Bank transfer (automatic),43.36
1889-ID,Two year,54.05,53,Bank transfer (automatic),2864.65
1890-ID,Month-to-month,36.06,6,Mailed check,216.36
1891-ID,One year,88.11,37,Credit card (automatic),3260.07
1892-ID,One year,80.18,2,Credit card (automatic),160.36
1893-ID,Two year,66.78,69,Credit card (automatic),4607.82
1894-ID,Month-to-month,57.48,41,Credit card (automatic),2356.68
1895-ID,One year,109.61,51,Electronic check,5590.11
1896-ID,Month-to-month,21.18,47,Electronic check,995.46
1897-ID,One year,95.55,13,Bank transfer (automatic),1242.15
1898-ID,Month-to-month,108.89,69,Bank transfer (automatic),7513.41
1899-ID,Two year,63.11,66,Credit card (automatic),4165.26
1900-ID,One year,73.59,59,Bank transfer (automatic),4341.81
1901-ID,One year,113.17,68,Electronic check,7695.56
1902-ID,Month-to-month,39.58,59,Credit card (automatic),2335.22
1903-ID,Month-to-month,70.52,10,Credit card (automatic),705.2
1904-ID,One year,65.96,13,Electronic check,857.48
1905-ID,Two year,44.22,2,Mailed check,88.44
1906-ID,Month-to-month,100.52,15,Credit card (automatic),1507.8
1907-ID,Month-to-month,108.66,46,Bank transfer (automatic),4998.36
1908-ID,Month-to-month,96.83,57,Mailed check,5519.31
1909-ID,One year,37.88,10,Electronic check,378.8
1910-ID,One year,26.97,22,Mailed check,593.34
1911-ID,One year,79.1,8,Mailed check,632.8
1912-ID,One year,23.99,21,Credit card (automatic),503.79
1913-ID,Two year,85.87,22,Mailed check,1889.14
1914-ID,Two year,71.56,45,Bank transfer (automatic),3220.2
1915-ID,One year,84.86,40,Credit card (automatic),3394.4
1916-ID,Two year,77.56,22,Electronic check,1706.32
1917-ID,Month-to-month,60.73,30,Bank transfer (automatic),1821.9
1918-ID,Month-to-month,38.44,62,Credit card (automatic),2383.28
1919-ID,Month-to-month,48.97,45,Mailed check,2203.65
1920-ID,One year,70.96,35,Bank transfer (automatic),2483.6
1921-ID,Month-to-month,83.76,42,Credit card (automatic),3517.92
1922-ID,Two year,96.59,5,Credit card (automatic),482.95
1923-ID,One year,95.35,27,Electronic check,2574.45
1924-ID,Two year,116.01,70,Credit card (automatic),8120.7
1925-ID,Month-to-month,46.98,62,Electronic check,2912.76
1926-ID,Month-to-month,25.4,32,Mailed check,812.8
1927-ID,Month-to-month,52.99,8,Credit card (automatic),423.92
1928-ID,One year,92.95,18,Credit card (automatic),1673.1
1929-ID,Two year,62.28,15,Mailed check,934.2
1930-ID,One year,100.44,26,Credit card (automatic),2611.44
1931-ID,One year,73.46,53,Credit card (automatic),3893.38
1932-ID,Month-to-month,111.69,44,Bank transfer (automatic),4914.36
1933-ID,One year,113.51,32,Electronic check,3632.32
1934-ID,One year,25.22,28,Credit card (automatic),706.16
1935-ID,Month-to-month,64.12,39,Credit card (automatic),2500.68
1936-ID,One year,79.52,32,Electronic check,2544.64
1937-ID,Month-to-month,43.97,18,Bank transfer (automatic),791.46
1938-ID,Month-to-month,59.16,70,Electronic check,4141.2
1939-ID,Month-to-month,86.36,11,Credit card (automatic),949.96
1940-ID,Month-to-month,41.04,32,Mailed check,1313.28
1941-ID,One year,78.75,20,Mailed check,1575.0
1942-ID,Month-to-month,88.34,40,Bank transfer (automatic),3533.6
1943-ID,Month-to-month,27.34,8,Bank transfer (automatic),218.72
1944-ID,One year,68.25,35,Credit card (automatic),2388.75
1945-ID,One year,44.69,69,Bank transfer (automatic),3083.61
1946-ID,Two year,91.05,21,Credit card (automatic),1912.05
1947-ID,One year,37.3,24,Mailed check,895.2
1948-ID,One year,107.92,17,Bank transfer (automatic),1834.64
1949-ID,Two year,61.56,18,Credit card (automatic),1108.08
1950-ID,One year,38.15,12,Electronic check,457.8
1951-ID,One year,62.27,16,Bank transfer (automatic),996.32
1952-ID,One year,59.33,4,Credit card (automatic),237.32
1953-ID,One year,61.36,34,Credit card (automatic),2086.24
1954-ID,Two year,77.1,46,Electronic check,3546.6
1955-ID,One year,70.63,31,Mailed check,2189.53
1956-ID,One year,33.3,25,Electronic check,832.5
1957-ID,Two year,24.84,24,Credit card (automatic),596.16
1958-ID,Month-to-month,91.56,65,Electronic check,5951.4
1959-ID,Two year,74.5,25,Electronic check,1862.5
1960-ID,Month-to-month,54.33,28,Credit card (automatic),1521.24
1961-ID,Two year,99.49,36,Mailed check,3581.64
1962-ID,Two year,57.25,6,Electronic check,343.5
1963-ID,One year,98.24,66,Electronic check,6483.84
1964-ID,Month-to-month,48.98,67,Bank transfer (automatic),3281.66
1965-ID,One year,25.57,48,Bank transfer (automatic),1227.36
1966-ID,Month-to-month,111.98,70,Credit card (automatic),7838.6
1967-ID,Two year,57.9,67,Credit card (automatic),3879.3
1968-ID,Two year,97.92,48,Credit card (automatic),4700.16
1969-ID,Month-to-month,46.3,65,Bank transfer (automatic),3009.5
1970-ID,One year,83.21,44,Credit card (automatic),3661.24
1971-ID,One year,106.02,63,Electronic check,6679.26
1972-ID,One year,22.44,46,Electronic check,1032.24
1973-ID,One year,101.73,19,Mailed check,1932.87
1974-ID,Two year,75.67,64,Credit card (automatic),4842.88
1975-ID,Two year,79.3,71,Electronic check,5630.3
1976-ID,Two year,70.83,50,Electronic check,3541.5
1977-ID,Two year,106.13,63,Mailed check,6686.19
1978-ID,Two year,22.62,41,Electronic check,927.42
1979-ID,One year,44.48,7,Mailed check,311.36
1980-ID,One year,106.26,9,Mailed check,956.34
1981-ID,One year,93.86,4,Bank transfer (automatic),375.44
1982-ID,One year,20.02,49,Electronic check,980.98
1983-ID,Two year,70.21,6,Bank transfer (automatic),421.26
1984-ID,Two year,71.47,21,Electronic check,1500.87
1985-ID,Two year,58.54,15,Bank transfer (automatic),878.1
1986-ID,Month-to-month,48.14,67,Mailed check,3225.38
1987-ID,One year,86.76,66,Mailed check,5726.16
1988-ID,One year,39.13,56,Mailed check,2191.28
1989-ID,Two year,98.54,68,Mailed check,6700.72
1990-ID,One year,98.96,32,Electronic check,3166.72
1991-ID,One year,59.98,66,Credit card (automatic),3958.68
1992-ID,Two year,46.75,29,Electronic check,1355.75
1993-ID,Month-to-month,46.78,66,Bank transfer (automatic),3087.48
1994-ID,Month-to-month,66.72,34,Electronic check,2268.48
1995-ID,Month-to-month,90.57,27,Electronic check,2445.39
1996-ID,Two year,54.32,60,Bank transfer (automatic),3259.2
1997-ID,One year,79.56,39,Mailed check,3102.84
1998-ID,Two year,56.69,44,Bank transfer (automatic),2494.36
1999-ID,Two year,48.85,36,Bank transfer (automatic),1758.6
2000-ID,One year,20.75,19,Credit card (automatic),394.25
2001-ID,Month-to-month,18.64,45,Credit card (automatic),838.8
2002-ID,Month-to-month,41.08,21,Mailed check,862.68
2003-ID,Two year,59.09,23,Bank transfer (automatic),1359.07
2004-ID,Month-to-month,103.8,27,Bank transfer (automatic),2802.6
2005-ID,Two year,98.5,19,Bank transfer (automatic),1871.5
2006-ID,Two year,45.1,41,Electronic check,1849.1
2007-ID,One year,42.83,26,Credit card (automatic),1113.58
2008-ID,One year,41.1,28,Credit card (automatic),1150.8
2009-ID,One year,52.34,64,Mailed check,3349.76
2010-ID,Two year,68.32,68,Credit card (automatic),4645.76
2011-ID,One year,62.34,51,Credit card (automatic),3179.34
2012-ID,Month-to-month,40.19,48,Mailed check,1929.12
2013-ID,Month-to-month,31.36,10,Bank transfer (automatic),313.6
2014-ID,Two year,19.51,39,Electronic check,760.89
2015-ID,Two year,33.72,19,Mailed check,640.68
2016-ID,One year,89.14,64,Credit card (automatic),5704.96
2017-ID,Two year,42.74,19,Mailed check,812.06
2018-ID,Two year,65.34,62,Credit card (automatic),4051.08
2019-ID,Month-to-month,77.68,13,Bank transfer (automatic),1009.84
2020-ID,Month-to-month,107.38,25,Bank transfer (automatic),2684.5
2021-ID,One year,107.58,42,Bank transfer (automatic),4518.36
2022-ID,Two year,93.2,39,Credit card (automatic),3634.8
2023-ID,Two year,21.78,30,Mailed check,653.4
2024-ID,Month-to-month,76.04,5,Credit card (automatic),380.2
2025-ID,Two year,97.3,18,Bank transfer (automatic),1751.4
2026-ID,Month-to-month,19.99,21,Bank transfer (automatic),419.79
2027-ID,One year,73.49,50,Bank transfer (automatic),3674.5
2028-ID,Month-to-month,104.46,6,Credit card (automatic),626.76
2029-ID,Two year,65.9,50,Electronic check,3295.0
2030-ID,One year,18.66,66,Bank transfer (automatic),1231.56
2031-ID,Month-to-month,19.36,1,Mailed check,19.36
2032-ID,Month-to-month,60.12,57,Bank transfer (automatic),3426.84
2033-ID,One year,33.83,30,Credit card (automatic),1014.9
2034-ID,One year,85.03,58,Mailed check,4931.74
2035-ID,Month-to-month,89.48,52,Credit card (automatic),4652.96
2036-ID,Two year,36.13,37,Electronic check,1336.81
2037-ID,Month-to-month,107.55,48,Electronic check,5162.4
2038-ID,One year,62.66,1,Credit card (automatic),62.66
2039-ID,Month-to-month,32.61,19,Bank transfer (automatic),619.59
2040-ID,One year,95.06,46,Mailed check,4372.76
2041-ID,One year,97.64,67,Bank transfer (automatic),6541.88
2042-ID,Two year,82.5,2,Credit card (automatic),165.0
2043-ID,One year,104.02,56,Credit card (automatic),5825.12
2044-ID,One year,92.36,17,Bank transfer (automatic),1570.12
2045-ID,Two year,106.91,22,Mailed check,2352.02
2046-ID,One year,61.86,27,Mailed check,1670.22
2047-ID,Two year,93.38,55,Mailed check,5135.9
2048-ID,Two year,118.73,32,Mailed check,3799.36
2049-ID,One year,91.11,60,Mailed check,5466.6
2050-ID,One year,29.73,28,Electronic check,832.44
2051-ID,Month-to-month,70.34,28,Electronic check,1969.52
2052-ID,Two year,77.28,25,Credit card (automatic),1932.0
2053-ID,Month-to-month,35.76,26,Electronic check,929.76
2054-ID,One year,115.02,71,Mailed check,8166.42
2055-ID,Month-to-month,35.9,17,Mailed check,610.3
2056-ID,Two year,36.09,7,Mailed check,252.63
2057-ID,Month-to-month,110.22,56,Credit card (automatic),6172.32
2058-ID,Two year,65.0,64,Credit card (automatic),4160.0
2059-ID,One year,24.6,20,Bank transfer (automatic),492.0
2060-ID,One year,78.37,38,Electronic check,2978.06
2061-ID,Two year,78.73,58,Electronic check,4566.34
2062-ID,One year,24.73,16,Bank transfer (automatic),395.68
2063-ID,One year,115.99,51,Bank transfer (automatic),5915.49
2064-ID,One year,72.93,27,Electronic check,1969.11
2065-ID,One year,74.51,51,Mailed check,3800.01
2066-ID,Two year,70.52,16,Electronic check,1128.32
2067-ID,Month-to-month,79.63,60,Mailed check,4777.8
2068-ID,Month-to-month,44.81,40,Credit card (automatic),1792.4
2069-ID,One year,47.12,67,Electronic check,3157.04
2070-ID,Month-to-month,69.64,2,Electronic check,139.28
2071-ID,Month-to-month,99.32,48,Credit card (automatic),4767.36
2072-ID,One year,23.26,52,Credit card (automatic),1209.52
2073-ID,One year,78.89,24,Credit card (automatic),1893.36
2074-ID,Month-to-month,99.33,2,Credit card (automatic),198.66
2075-ID,Two year,34.02,65,Credit card (automatic),2211.3
2076-ID,One year,19.76,20,Bank transfer (automatic),395.2
2077-ID,Two year,49.68,34,Bank transfer (automatic),1689.12
2078-ID,Month-to-month,77.36,41,Credit card (automatic),3171.76
2079-ID,One year,32.15,41,Credit card (automatic),1318.15
2080-ID,Two year,61.08,23,Credit card (automatic),1404.84
2081-ID,One year,73.76,38,Credit card (automatic),2802.88
2082-ID,Month-to-month,78.44,44,Mailed check,3451.36
2083-ID,Two year,45.83,67,Mailed check,3070.61
2084-ID,Month-to-month,58.45,62,Credit card (automatic),3623.9
2085-ID,Month-to-month,96.47,12,Credit card (automatic),1157.64
2086-ID,One year,112.84,30,Electronic check,3385.2
2087-ID,Two year,104.87,65,Credit card (automatic),6816.55
2088-ID,Month-to-month,74.96,41,Credit card (automatic),3073.36
2089-ID,Month-to-month,59.48,20,Bank transfer (automatic),1189.6
2090-ID,Two year,51.71,6,Mailed check,310.26
2091-ID,Month-to-month,30.81,4,Credit card (automatic),123.24
2092-ID,Month-to-month,28.96,10,Mailed check,289.6
2093-ID,Two year,87.43,51,Mailed check,4458.93
2094-ID,Two year,44.36,38,Electronic check,1685.68
2095-ID,Two year,43.84,1,Mailed check,43.84
2096-ID,Two year,118.57,8,Mailed check,948.56
2097-ID,One year,37.14,63,Credit card (automatic),2339.82
2098-ID,Two year,33.13,33,Bank transfer (automatic),1093.29
2099-ID,One year,28.17,15,Credit card (automatic),422.55
2100-ID,One year,76.52,31,Credit card (automatic),2372.12
2101-ID,One year,81.35,21,Bank transfer (automatic),1708.35
2102-ID,Month-to-month,54.96,3,Bank transfer (automatic),164.88
2103-ID,One year,72.06,66,Electronic check,4755.96
2104-ID,One year,97.48,35,Bank transfer (automatic),3411.8
2105-ID,Month-to-month,100.47,41,Credit card (automatic),4119.27
2106-ID,Month-to-month,114.52,59,Bank transfer (automatic),6756.68
2107-ID,Month-to-month,101.09,16,Bank transfer (automatic),1617.44
2108-ID,Two year,75.02,56,Bank transfer (automatic),4201.12
2109-ID,Month-to-month,36.31,45,Mailed check,1633.95
2110-ID,Month-to-month,28.28,59,Electronic check,1668.52
2111-ID,One year,23.73,50,Mailed check,1186.5
2112-ID,Month-to-month,85.24,12,Mailed check,1022.88
2113-ID,Two year,99.41,12,Electronic check,1192.92
